t_s,mx_uT,my_uT,mz_uT
58.980000000000004,55.208546447624045,-10.767385337237748,-20.346985953362005
58.981,55.415091430325965,-10.705913155556507,-20.084676801993222
58.982,55.537122941327304,-10.873726063289425,-20.018101749156322
58.983000000000004,55.347622829610266,-11.216519168900271,-20.071140580460675
58.984,55.44553343005281,-11.235168396579333,-20.01304466116158
58.985,55.4565359941172,-11.399814062027218,-19.696106941876202
58.986000000000004,55.46238179800555,-11.423314287592063,-19.771967555251273
58.987,55.55728793646801,-11.641348061745674,-19.623196845043566
58.988,55.644013172737715,-11.379849645108852,-19.72663095818943
58.989000000000004,55.45578313462083,-11.503928235461993,-19.39605406294602
58.99,55.608308057833746,-11.593959578928953,-19.06898852635897
58.991,55.650890882389305,-11.814696080452043,-19.09986401824757
58.992000000000004,55.68898708984902,-11.924293901650227,-19.051167642629252
58.993,55.558707238161176,-11.8818159716454,-19.010448796292383
58.994,55.642757241567274,-11.983884434179211,-18.68318814667226
58.995000000000005,55.663418198641914,-12.08087411049847,-18.7820011381218
58.996,55.77958044998773,-12.04831452680517,-18.42792192384367
58.997,55.86741934816214,-12.142303809714075,-18.455772814160078
58.998000000000005,55.82337681318898,-12.245205716380053,-18.385161598527233
58.999,55.84244756519586,-12.346460733655238,-18.246366279394127
59.0,55.97055103821911,-12.584481470420705,-18.186981527966676
59.001000000000005,55.81332306771664,-12.567659988948712,-17.974359698362914
59.002,56.094227551754315,-12.488455116493354,-17.977222084660767
59.003,55.95564148919526,-12.628283109314655,-17.676770823044908
59.004,55.98550891673923,-12.705070108485534,-17.82340808859646
59.005,56.27347005962687,-12.927316892571024,-17.494837107481278
59.006,55.98791232913976,-12.864647435639236,-17.46167518510752
59.007,56.08703329388189,-13.07113797525388,-17.395116237197193
59.008,56.08290071313868,-13.125119029841773,-17.395375794134008
59.009,56.38004230048175,-13.171293528719524,-16.998120368289356
59.01,56.16498589315792,-13.207869811520723,-17.06236701384128
59.011,56.12998701153624,-13.33465122922508,-16.93425397765345
59.012,56.10172628753714,-13.253625256217456,-16.54970836342742
59.013,56.25372796559352,-13.476422736511605,-16.61360835355867
59.014,56.120697468762685,-13.523801994787972,-16.37575217144191
59.015,56.362962625095484,-13.524933637272783,-16.537282263116257
59.016,56.19960153470216,-13.63463389478234,-16.20811181424523
59.017,56.33654152193118,-13.54011554121914,-16.209865329472855
59.018,56.41944299387229,-13.938443621049354,-16.32468586586264
59.019,56.275568513691134,-13.82397426469554,-16.016683058378746
59.02,56.33301090024685,-14.078566169026507,-15.913032381519837
59.021,56.224789323057436,-13.958654202887768,-15.721531037151879
59.022,56.33343870695439,-14.057176211995818,-15.634546297779465
59.023,56.3454146485388,-14.319168202346285,-15.62974438048701
59.024,56.29822312919899,-14.145489034643736,-15.380345431573396
59.025,56.28758081841877,-14.381201107804856,-15.293565836899365
